PassengerId,Survived_pred,Survived_prob
1079,0,0.08173216363793341
1080,0,0.10585669018449206
1081,0,0.15936833289300048
1082,0,0.1424300672526072
1083,0,0.38087363078538217
1084,0,0.1344168332556076
1085,0,0.08804316589500308
1086,0,0.3585690209583685
1087,0,0.09897672723881461
1088,1,0.755039954008045
1089,1,0.711857916841437
1090,0,0.2450264073268942
1091,1,0.6422012904453357
1092,1,0.6470510160279659
1093,0,0.24178037854985823
1094,0,0.43822991972725855
1095,1,0.8416495330553436
1096,0,0.23336467042698858
1097,0,0.3806990977429289
1098,1,0.5889363395021333
1099,0,0.23914680097119798
1100,1,0.9300229180425293
1101,0,0.12431816856117911
1102,0,0.10578305082263054
1103,0,0.11397958372941616
1104,0,0.32027657488168654
1105,1,0.5010394851143908
1106,0,0.23435475402235248
1107,0,0.4276055153456599
1108,1,0.6420476529152357
1109,0,0.20115789509117127
1110,1,0.9008824868870798
1111,0,0.11426930644621233
1112,1,0.7172264404104942
1113,0,0.139010535894128
1114,1,0.9129053906976271
1115,0,0.1389233716735798
1116,1,0.7940899119863458
1117,1,0.6468846349742017
1118,0,0.1314323599370364
1119,1,0.6419625569073091
1120,0,0.08104538270534303
1121,0,0.17729958024903172
1122,0,0.33610031715836747
1123,1,0.914718892673143
1124,0,0.10066721017473469
1125,0,0.11421977642477672
1126,0,0.40560350749482305
1127,0,0.14282186686558504
1128,0,0.24893802758940853
1129,0,0.14260126654614597
1130,1,0.7879877081399592
1131,1,0.8455755312384379
1132,1,0.7835462241294239
1133,1,0.7022757134211061
1134,0,0.3808440224861655
1135,0,0.1142221828962749
1136,0,0.08583614014512594
1137,0,0.35558062060163714
1138,1,0.8277017984513576
1139,0,0.11578215669379581
1140,1,0.7305836438612191
1141,1,0.5600236560019977
1142,1,0.8701690234909232
1143,0,0.1428467074539717
1144,1,0.5243290816791127
1145,0,0.1283063878350807
1146,0,0.10084171858106233
1147,0,0.11412436499358988
1148,0,0.11418232234547339
1149,0,0.11426930644621233
1150,1,0.8378936766865075
1151,0,0.13891624146123221
1152,0,0.06566317663636521
1153,0,0.13894339275661816
1154,1,0.7942661458351641
1155,1,0.750258964202759
1156,0,0.20697985145407954
1157,0,0.1142245894119364
1158,0,0.36346646434759866
1159,0,0.11412436499358988
1160,1,0.6421601345190512
1161,0,0.15530390162921892
1162,0,0.4192182093124564
1163,0,0.11418232234547339
1164,1,0.9405900887617289
1165,1,0.5607619634568265
1166,0,0.11403023895776156
1167,1,0.7834694249342211
1168,0,0.2166074684528227
1169,0,0.1205186383201401
1170,0,0.15691071785845523
1171,0,0.25100288021423245
1172,1,0.6784674354104754
1173,0,0.17945558467803435
1174,1,0.6419625569073091
1175,1,0.7010707030064319
1176,1,0.7485619186457633
1177,0,0.09058474651632556
1178,0,0.11403747701996056
1179,1,0.509327596060899
1180,0,0.18928972078809034
1181,0,0.11426930644621233
1182,0,0.39010564109363627
1183,1,0.626564805573913
1184,0,0.11403145492423569
1185,0,0.33800510400713896
1186,0,0.09111731769663209
1187,0,0.12087132528711106
1188,1,0.8742994845779765
1189,0,0.061083149046930955
1190,0,0.3789393339067889
1191,0,0.11101035421961937
1192,0,0.10185079593152684
1193,0,0.35937377181854196
1194,0,0.14980286460766473
1195,0,0.12809419882204598
1196,1,0.6419625569073091
1197,1,0.7735404935979345
1198,0,0.23980467339603392
1199,0,0.2362340885418152
1200,0,0.2841594796154927
1201,0,0.42445384005838865
1202,0,0.15114623433184207
1203,0,0.1349430151737874
1204,0,0.11413160826077283
1205,1,0.573336677780098
1206,1,0.904285197320317
1207,1,0.7183620263369871
1208,0,0.30236271810377807
1209,0,0.269505569767023
1210,0,0.11749486326376876
1211,0,0.14719356195795472
1212,0,0.12083454483837193
1213,0,0.204485204870417
1214,0,0.4629783966027247
1215,0,0.3442309402383894
1216,1,0.9109573911078601
1217,0,0.1311885689997128
1218,1,0.9138149467700992
1219,0,0.28695577302518444
1220,0,0.16314365193737432
1221,0,0.258446154141688
1222,1,0.6859739188317735
1223,0,0.4422167810384776
1224,0,0.11403023895776156
1225,1,0.6302669455790696
1226,0,0.11750722503254038
1227,1,0.6042389495667995
1228,0,0.19677608805988142
1229,0,0.08296599285558695
1230,0,0.24430339385811436
1231,0,0.11403145492423569
1232,0,0.2758609512733824
1233,0,0.10179947908743994
1234,0,0.09678568698242919
1235,1,0.9525879630482279
1236,0,0.08384484284305005
1237,1,0.7247523030664235
1238,0,0.22894274227276476
1239,1,0.5651129714668414
1240,0,0.24071460008873447
1241,1,0.7826219431628663
1242,1,0.9092585534847878
1243,0,0.23336467042698858
1244,0,0.31334070453132723
1245,0,0.10301356907528998
1246,1,0.7596278448219896
1247,0,0.35542431467923125
1248,1,0.7831802798707695
1249,0,0.11421977642477672
1250,0,0.11418232234547339
1251,1,0.5449548211540574
1252,0,0.012948207575220813
1253,1,0.7666249396448326
1254,1,0.7826219431628663
1255,0,0.1177352579303261
1256,1,0.9514776026416363
1257,1,0.5984825392260328
1258,0,0.08383566393113025
1259,1,0.7042652630948694
1260,1,0.8452336891936464
1261,0,0.21282686262122252
1262,0,0.19462936018434893
1263,1,0.9505994467610605
1264,0,0.3457571029937626
1265,0,0.14293549438483258
1266,1,0.8730682464487979
1267,1,0.9071534210935964
1268,1,0.5137691465747029
1269,0,0.2576231841346585
1270,0,0.33476015820869076
1271,0,0.06348846326218781
1272,0,0.11418232234547339
1273,0,0.12086627044791458
1274,1,0.646396282510795
1275,1,0.6305061850611849
1276,0,0.21776460501420142
1277,1,0.7806705865927003
1278,0,0.12781041481081987
1279,0,0.09905950325250376
1280,0,0.13890767190060663
1281,0,0.08385729445583019
1282,1,0.6138201284785395
1283,1,0.8853076134331143
1284,0,0.1776716648265611
1285,0,0.13074107704232532
1286,0,0.04207190311466666
1287,1,0.9425886716466827
1288,0,0.12764279528664144
1289,1,0.9251911262238763
1290,0,0.13512710892284185
1291,0,0.10480869666607551
1292,1,0.9577042582770825
1293,0,0.12589367052928316
1294,1,0.919439528612374
1295,0,0.4817908663500675
1296,0,0.32566169865330197
1297,0,0.39556773972739706
1298,0,0.18434787014383167
1299,0,0.39519222441406526
1300,1,0.6419433234430458
1301,1,0.7389393580750985
1302,1,0.6419625569073091
1303,1,0.8929073648086685
1304,1,0.6419790235512959
1305,0,0.11426930644621233
1306,1,0.932604355827449
1307,0,0.08419783763129711
1308,0,0.11426930644621233
1309,0,0.08559097078702896
