PassengerId,Survived_pred,Survived_prob
1062,0,0.10070762367439202
1063,0,0.14472380654489375
1064,0,0.08798507057041716
1065,0,0.14027815974133961
1066,0,0.03133945061398869
1067,1,0.8512522464794277
1068,1,0.8549713084291715
1069,0,0.3323972018474214
1070,1,0.9697848881221821
1071,1,0.8757888686397646
1072,0,0.1904270342879001
1073,0,0.48505962048251083
1074,1,0.7734262245724561
1075,0,0.13026176201078593
1076,1,0.7734293410083094
1077,0,0.14218930379176778
1078,1,0.8253225548774745
1079,0,0.07527574929732142
1080,0,0.09431431856293934
1081,0,0.14048381444352073
1082,0,0.13092274488141764
1083,0,0.37189266349795164
1084,0,0.116278602205384
1085,0,0.09203793080018134
1086,0,0.3149141176237014
1087,0,0.08549058672380908
1088,1,0.826209443512235
1089,1,0.7154060174438085
1090,0,0.2307429013413141
1091,1,0.6362970653678374
1092,1,0.7075961649793957
1093,0,0.202258103910327
1094,1,0.6217018826056178
1095,1,0.8440450088289404
1096,0,0.21807342128438514
1097,0,0.46321460846621776
1098,1,0.6439628208925863
1099,0,0.22434459955021255
1100,1,0.9545320026387931
1101,0,0.11119870461502644
1102,0,0.09407591039603316
1103,0,0.10049569881270082
1104,0,0.3339041463572116
1105,0,0.4767049666027988
1106,0,0.18663804465688075
1107,0,0.4162518740403355
1108,1,0.700155564651005
1109,0,0.19760988121500833
1110,1,0.9434412468617405
1111,0,0.100919945301578
1112,1,0.7891654414671683
1113,0,0.1265054167920452
1114,1,0.9609709131909582
1115,0,0.12637389232845417
1116,1,0.8450843561064358
1117,1,0.6788325442580917
1118,0,0.11855187837896371
1119,1,0.7000284895489194
1120,0,0.06855703887227593
1121,0,0.1590034648130813
1122,0,0.3495119380696439
1123,1,0.9226834486023213
1124,0,0.09109268663305065
1125,0,0.13033034557063577
1126,1,0.5854423823698292
1127,0,0.13047901586760033
1128,0,0.4305305769417783
1129,0,0.17920108317817746
1130,1,0.7796626402930997
1131,1,0.7407905757540226
1132,1,0.8354884873885022
1133,1,0.6479814445102969
1134,0,0.4724017186398602
1135,0,0.10085089721998837
1136,0,0.06309074445784241
1137,0,0.35005769582058344
1138,1,0.8358335939651206
1139,0,0.09408666376689956
1140,1,0.7379372888007724
1141,1,0.6470448951080154
1142,1,0.8633569737118881
1143,0,0.1305166482780162
1144,1,0.6607329551642707
1145,0,0.11553023604715004
1146,0,0.08753828329542737
1147,0,0.10070762367439202
1148,0,0.13026176201078593
1149,0,0.100919945301578
1150,1,0.8454414013815477
1151,0,0.12636313547366196
1152,0,0.0565964860722707
1153,0,0.12640409845368158
1154,1,0.7613055698456944
1155,1,0.7482529388271651
1156,0,0.2552966797284232
1157,0,0.10085442296685894
1158,0,0.343913959197911
1159,0,0.10070762367439202
1160,1,0.6362293076319431
1161,0,0.14384294707675696
1162,1,0.5118698961251033
1163,0,0.13026176201078593
1164,1,0.9692026779635623
1165,1,0.6278184845538695
1166,0,0.14027578700735008
1167,1,0.7962323434557225
1168,0,0.20002455233253896
1169,0,0.1080083389715911
1170,0,0.14546389714327673
1171,0,0.23726786328282673
1172,1,0.6778534015058093
1173,0,0.16243697153622594
1174,1,0.7000284895489194
1175,1,0.7668015880328242
1176,1,0.7484804410952248
1177,0,0.07712803482286915
1178,0,0.10058042117952604
1179,1,0.5355666697924736
1180,0,0.23242078936962693
1181,0,0.100919945301578
1182,0,0.3868914511679758
1183,1,0.6837108111759264
1184,0,0.14027815974133961
1185,1,0.5161655151534481
1186,0,0.07788161073387911
1187,0,0.10765137259501459
1188,1,0.9074788972663134
1189,0,0.07820217497205159
1190,0,0.3762331259367543
1191,0,0.09758368334995685
1192,0,0.08835011349899398
1193,1,0.5248033758189565
1194,0,0.11982022276184137
1195,0,0.1152134973525751
1196,1,0.7000284895489194
1197,1,0.742749665313456
1198,0,0.04806275599191482
1199,0,0.21366408393841782
1200,0,0.2602800210496995
1201,0,0.40315877461429334
1202,0,0.13941758724167666
1203,0,0.16874084583304036
1204,0,0.10071823032815398
1205,1,0.6271005116731037
1206,1,0.9522714697346053
1207,1,0.7769185942395815
1208,0,0.40614550627862384
1209,0,0.2575951962685736
1210,0,0.10418574715601894
1211,0,0.14294022021219344
1212,0,0.10759702510920295
1213,0,0.25247031601479303
1214,1,0.6071897965656503
1215,0,0.3310258048244999
1216,1,0.9364177405976782
1217,0,0.11818728936620349
1218,1,0.9790189208643877
1219,0,0.36534055984446956
1220,0,0.15305935559007308
1221,0,0.24608507945298969
1222,1,0.6300860680058614
1223,1,0.5222303970777762
1224,0,0.14027578700735008
1225,1,0.696063452462369
1226,0,0.10420393611831999
1227,1,0.8301816836317465
1228,0,0.17945478698858933
1229,0,0.0804932113863454
1230,0,0.23531184871272623
1231,0,0.14027815974133961
1232,0,0.26461828532211806
1233,0,0.08827626550179586
1234,0,0.03697279747381907
1235,1,0.9693875883819436
1236,0,0.06730660920353719
1237,1,0.7298790587873001
1238,0,0.21389216693632654
1239,1,0.63854594296909
1240,0,0.2267995288706227
1241,1,0.785820399377712
1242,1,0.9348190579675474
1243,0,0.21807342128438514
1244,0,0.3258570095193597
1245,0,0.07738411460924152
1246,1,0.7403372061657616
1247,0,0.330327664071088
1248,1,0.8860064780382806
1249,0,0.10084737158254932
1250,0,0.13026176201078593
1251,1,0.5400371492114874
1252,0,0.010807103328690705
1253,1,0.8228287198388562
1254,1,0.785820399377712
1255,0,0.10453966668278551
1256,1,0.9893831226553682
1257,0,0.37429860113448177
1258,0,0.10527072524453455
1259,1,0.716194386355086
1260,1,0.8835364483257363
1261,0,0.2632963799207383
1262,0,0.18429769595120668
1263,1,0.973845153823424
1264,0,0.311719194262708
1265,0,0.12380366806261017
1266,1,0.9412744847634142
1267,1,0.9564072035743237
1268,1,0.5146437356951192
1269,0,0.24478377849265656
1270,0,0.31511842407850055
1271,0,0.05185069097349199
1272,0,0.13026176201078593
1273,0,0.13880711793854655
1274,1,0.6431929919959788
1275,1,0.6372647947230116
1276,0,0.20181073439853775
1277,1,0.7645425186301837
1278,0,0.11479037086925907
1279,0,0.08090271171116024
1280,0,0.16194613265124483
1281,0,0.07454602856792493
1282,1,0.6439158534441431
1283,1,0.8759499426156083
1284,0,0.14111318864319253
1285,0,0.11127175075339135
1286,0,0.03383926348613436
1287,1,0.9526961626997525
1288,0,0.14737082560627016
1289,1,0.9884938464708054
1290,0,0.12239866470478258
1291,0,0.1183721648947537
1292,1,0.9763911535628286
1293,0,0.11285922040194306
1294,1,0.9460197489223577
1295,0,0.4937950083587659
1296,0,0.39489663424076504
1297,0,0.479271716921421
1298,0,0.17293186247960166
1299,1,0.5170369708549194
1300,1,0.6999997655253776
1301,1,0.7357441118145501
1302,1,0.7000284895489194
1303,1,0.8731444200202266
1304,1,0.6359311094106657
1305,0,0.100919945301578
1306,1,0.9610618878868056
1307,0,0.07089422790288304
1308,0,0.100919945301578
1309,0,0.0984915445963337
